,F,S_parameter,best_val_mse,best_val_R2,test_mse,test_R2
89,60000000000.0,"P(4,1)",0.14310282468795776,0.8410632529547267,0.06848499923944473,0.9273564717392109
90,60000000000.0,"A(4,2)",2.4197535822167993e-05,0.9999709367882769,1.7838974599726498e-05,0.9999797826832166
91,60000000000.0,"P(4,2)",0.000639110803604126,0.9992808449672221,0.0027277707122266293,0.996844184916472
92,60000000000.0,"A(4,3)",0.011793320998549461,0.9835688532188298,0.02004060707986355,0.9816647462700445
93,60000000000.0,"P(4,3)",0.013152199797332287,0.9885690068243771,0.014167718589305878,0.9728049976679631
94,60000000000.0,"A(4,4)",0.004575131926685572,0.995489164293388,0.008726201951503754,0.9914198725645222
95,60000000000.0,"P(4,4)",0.49006640911102295,0.2028085320285058,0.47733354568481445,0.3862065515991755
96,80000000000.0,"A(1,1)",3.210583236068487e-05,0.9999710879160649,3.231055598007515e-05,0.9999678368513781
97,80000000000.0,"P(1,1)",0.001163868117146194,0.9987446456023024,0.0008380093495361507,0.9991270515385176
98,80000000000.0,"A(1,2)",0.0003022617311216891,0.9996672600774874,5.200875966693275e-05,0.9999268377992891
99,80000000000.0,"P(1,2)",0.00010596947686281055,0.9999066339399068,0.00012746770516969264,0.9998499899498423
100,80000000000.0,"A(1,3)",1.6042531569837593e-05,0.999983305432893,3.638345151557587e-05,0.9999637311440044
101,80000000000.0,"P(1,3)",1.2479430437088013,-13.07470910643962,1.4785308837890625,-11.425468734950185
102,80000000000.0,"A(1,4)",0.0003960325557272881,0.9995365676766905,0.0007752717938274145,0.9991416676561192
103,80000000000.0,"P(1,4)",1.1843398809432983,-10.38533724849608,1.3053053617477417,-10.02025409781682
104,80000000000.0,"A(2,1)",3.5297613067086786e-05,0.9999491626076673,4.8564357712166384e-05,0.999947444863532
105,80000000000.0,"P(2,1)",0.000272104749456048,0.999560978832366,0.00029846603865735233,0.9997556445170864
106,80000000000.0,"A(2,2)",1.0869248399103526e-05,0.9999870624711934,3.0647752282675356e-05,0.9999586282070426
107,80000000000.0,"P(2,2)",0.0001280536816921085,0.999906893995718,9.69404136412777e-05,0.9999254775107297
108,80000000000.0,"A(2,3)",0.000239713626797311,0.9997619662812112,0.0003720298991538584,0.9995735478768272
109,80000000000.0,"P(2,3)",1.3469985723495483,-11.35965166743625,1.355297565460205,-7.295820133218308
110,80000000000.0,"A(2,4)",2.0316996597102843e-05,0.999978411314706,2.9573157007689588e-05,0.9999747772806378
111,80000000000.0,"P(2,4)",1.507646918296814,-9.48781651628093,1.4080110788345337,-14.359400668529666
112,80000000000.0,"A(3,1)",1.6221109035541303e-05,0.9999793792496187,4.1795981815084815e-05,0.9999578284358759
113,80000000000.0,"P(3,1)",1.269670844078064,-15.49839231681204,1.2629362344741821,-14.240462660658817
114,80000000000.0,"A(3,2)",0.0004991525784134865,0.9993882759474233,0.0006969347014091909,0.999335798100095
115,80000000000.0,"P(3,2)",1.397674560546875,-15.609434630159406,1.1564304828643799,-10.60596187158209
116,80000000000.0,"A(3,3)",2.4244645828730427e-05,0.9999800636038851,8.703274215804413e-05,0.9999128720873242
117,80000000000.0,"P(3,3)",0.0001973009784705937,0.9997955994262995,6.240860238904133e-05,0.9999188839475271
118,80000000000.0,"A(3,4)",5.895784852327779e-05,0.9999421511455767,3.0550094379577786e-05,0.9999704114574892
119,80000000000.0,"P(3,4)",9.427679469808936e-05,0.9999190930516376,0.00019020236504729837,0.9998552183077978
120,80000000000.0,"A(4,1)",0.0002142768062185496,0.999805498159136,0.0001896491157822311,0.9997858308256362
121,80000000000.0,"P(4,1)",1.3061200380325317,-13.646943684204349,1.3488588333129883,-8.556811000896534
122,80000000000.0,"A(4,2)",1.6903857613215223e-05,0.9999850797195218,1.459660052205436e-05,0.9999798811305077
123,80000000000.0,"P(4,2)",1.1445821523666382,-19.185674777010743,1.2056024074554443,-25.055176648084927
124,80000000000.0,"A(4,3)",4.0211391024058685e-05,0.9999600164856933,0.0001806907239370048,0.9998402967905482
125,80000000000.0,"P(4,3)",0.00013321977166924626,0.999844889114105,8.246315701398998e-05,0.9999237659330937
126,80000000000.0,"A(4,4)",1.678864282439463e-05,0.9999800985038223,2.5724135412019677e-05,0.9999743247011104
127,80000000000.0,"P(4,4)",0.0005120525020174682,0.999558257743668,0.0003778347745537758,0.9993046743018983
128,100000000000.0,"A(1,1)",0.004712337162345648,0.9944144834210128,0.004721933510154486,0.9945055414722027
129,100000000000.0,"P(1,1)",0.2155107706785202,0.7772338278015456,0.37595224380493164,0.5028104368300117
130,100000000000.0,"A(1,2)",0.0035269358195364475,0.9964883995047508,0.02947520837187767,0.9713242283588718
131,100000000000.0,"P(1,2)",0.0056282635778188705,0.995210170734446,0.006518104579299688,0.9796628381176946
132,100000000000.0,"A(1,3)",1.8295395420864224e-05,0.9999778460656173,1.9056089513469487e-05,0.9999807028866903
133,100000000000.0,"P(1,3)",0.007680648006498814,0.9891988267774656,0.0007172485929913819,0.9994565903790312
134,100000000000.0,"A(1,4)",0.0008539364207535982,0.9992644246359205,0.0031190875452011824,0.996753907334116
135,100000000000.0,"P(1,4)",0.00039254233706742525,0.9995964259860886,0.00035248749190941453,0.9996083065829459
136,100000000000.0,"A(2,1)",0.11232978105545044,0.8106227579894933,0.14496079087257385,0.8226631986378907
137,100000000000.0,"P(2,1)",0.004891711752861738,0.994637044950201,0.0027656909078359604,0.9972854063169304
138,100000000000.0,"A(2,2)",0.002928719390183687,0.9968257943937853,0.0017983196303248405,0.9981932465552461
139,100000000000.0,"P(2,2)",0.205071821808815,0.7338797899425544,0.1530780792236328,0.7919060210479734
140,100000000000.0,"A(2,3)",0.000955241615884006,0.9986654118155883,0.0017947941087186337,0.9980884885202405
141,100000000000.0,"P(2,3)",0.15398907661437988,0.7970116999003003,0.03334253653883934,0.965596358316111
142,100000000000.0,"A(2,4)",2.287434836034663e-05,0.9999777477840337,7.334011752391234e-05,0.9999459917593487
143,100000000000.0,"P(2,4)",0.00023635599063709378,0.9997740831306978,0.0007663408177904785,0.9992934712084306
144,100000000000.0,"A(3,1)",1.0157074029848445e-05,0.9999883585733937,3.0801864340901375e-05,0.9999676606019892
145,100000000000.0,"P(3,1)",0.0001638636749703437,0.9998171717433465,0.000762593699619174,0.99912682938004
146,100000000000.0,"A(3,2)",0.0020185315515846014,0.9978276197359379,0.002770733553916216,0.9975979000049086
147,100000000000.0,"P(3,2)",0.001496165175922215,0.9982434634780503,0.0005890472675673664,0.9991677289600732
148,100000000000.0,"A(3,3)",0.0011884805280715227,0.9988546314469958,0.0023599856067448854,0.9977599825497764
149,100000000000.0,"P(3,3)",0.33133500814437866,0.43755310153789195,0.2735326290130615,0.6882428968898084
150,100000000000.0,"A(3,4)",0.030867800116539,0.9703237113129157,0.043084558099508286,0.8999420526348052
151,100000000000.0,"P(3,4)",0.001585011021234095,0.9988964369792278,0.001394781400449574,0.9977957855531162
152,100000000000.0,"A(4,1)",0.0012267881538718939,0.9987366943796956,0.001986379036679864,0.9981675092148429
153,100000000000.0,"P(4,1)",0.008762654848396778,0.9919690164270605,0.03325733542442322,0.9677834828730221
154,100000000000.0,"A(4,2)",2.438159026496578e-05,0.9999691185015686,2.3528920792159624e-05,0.9999657447985908
155,100000000000.0,"P(4,2)",0.00047553741023875773,0.9994290264540283,0.0005018532392568886,0.9995103965669646
156,100000000000.0,"A(4,3)",0.03415895625948906,0.936357321028575,0.08945588767528534,0.9206541704048916
157,100000000000.0,"P(4,3)",0.00431843800470233,0.9963219946966145,0.0011956767411902547,0.9986971321617267
158,100000000000.0,"A(4,4)",0.0016725888708606362,0.9985011079826279,0.0024295379407703876,0.9981124444411604
159,100000000000.0,"P(4,4)",0.11574945598840714,0.8694941679385219,0.14529694616794586,0.826104330345647
